Summary:	This is a 31x10x11 grid;
Number of Dimensions:	3;
Coordinate System:	Cylindrical_3;
Ordered:	true;
Is Electric Field Defined:	false;
5.0004	0.2	0	0
5.0049	0.7	0	0
5.0144	1.2	0	0
5.0289	1.7	0	0
5.0484	2.2	0	0
5.0729	2.7	0	0
5.1024	3.2	0	0
5.1369	3.7	0	0
5.1764	4.2	0	0
5.2209	4.7	0	0
5.2704	5.2	0	0
5.3249	5.7	0	0
5.3844	6.2	0	0
5.4489	6.7	0	0
5.5184	7.2	0	0
5.5929	7.7	0	0
5.6724	8.2	0	0
5.7569	8.7	0	0
5.8464	9.2	0	0
5.9409	9.7	0	0
6.0404	10.2	0	0
6.1449	10.7	0	0
6.2544	11.2	0	0
6.3689	11.7	0	0
6.4884	12.2	0	0
6.6129	12.7	0	0
6.7424	13.2	0	0
6.8769	13.7	0	0
7.0164	14.2	0	0
7.1609	14.7	0	0
7.3104	15.2	0	0
5.0304	0.2	0.3	0
5.0349	0.7	0.3	0
5.0444	1.2	0.3	0
5.0589	1.7	0.3	0
5.0784	2.2	0.3	0
5.1029	2.7	0.3	0
5.1324	3.2	0.3	0
5.1669	3.7	0.3	0
5.2064	4.2	0.3	0
5.2509	4.7	0.3	0
5.3004	5.2	0.3	0
5.3549	5.7	0.3	0
5.4144	6.2	0.3	0
5.4789	6.7	0.3	0
5.5484	7.2	0.3	0
5.6229	7.7	0.3	0
5.7024	8.2	0.3	0
5.7869	8.7	0.3	0
5.8764	9.2	0.3	0
5.9709	9.7	0.3	0
6.0704	10.2	0.3	0
6.1749	10.7	0.3	0
6.2844	11.2	0.3	0
6.3989	11.7	0.3	0
6.5184	12.2	0.3	0
6.6429	12.7	0.3	0
6.7724	13.2	0.3	0
6.9069	13.7	0.3	0
7.0464	14.2	0.3	0
7.1909	14.7	0.3	0
7.3404	15.2	0.3	0
5.0604	0.2	0.6	0
5.0649	0.7	0.6	0
5.0744	1.2	0.6	0
5.0889	1.7	0.6	0
5.1084	2.2	0.6	0
5.1329	2.7	0.6	0
5.1624	3.2	0.6	0
5.1969	3.7	0.6	0
5.2364	4.2	0.6	0
5.2809	4.7	0.6	0
5.3304	5.2	0.6	0
5.3849	5.7	0.6	0
