Summary:	This is a 21x21x6 grid;
Number of Dimensions:	3;
Coordinate System:	Cartesian_3;
Ordered:	true;
Is Electric Field Defined:	false;
7	-20	-20	-5
6.24	-18	-20	-5
5.56	-16	-20	-5
4.96	-14	-20	-5
4.44	-12	-20	-5
4	-10	-20	-5
3.64	-8	-20	-5
3.36	-6	-20	-5
3.16	-4	-20	-5
3.04	-2	-20	-5
3	0	-20	-5
3.04	2	-20	-5
3.16	4	-20	-5
3.36	6	-20	-5
3.64	8	-20	-5
4	10	-20	-5
4.44	12	-20	-5
4.96	14	-20	-5
5.56	16	-20	-5
6.24	18	-20	-5
7	20	-20	-5
7.2	-20	-18	-5
6.44	-18	-18	-5
5.76	-16	-18	-5
5.16	-14	-18	-5
4.64	-12	-18	-5
4.2	-10	-18	-5
3.84	-8	-18	-5
3.56	-6	-18	-5
3.36	-4	-18	-5
3.24	-2	-18	-5
3.2	0	-18	-5
3.24	2	-18	-5
3.36	4	-18	-5
3.56	6	-18	-5
3.84	8	-18	-5
4.2	10	-18	-5
4.64	12	-18	-5
5.16	14	-18	-5
5.76	16	-18	-5
6.44	18	-18	-5
7.2	20	-18	-5
7.4	-20	-16	-5
6.64	-18	-16	-5
5.96	-16	-16	-5
5.36	-14	-16	-5
4.84	-12	-16	-5
4.4	-10	-16	-5
4.04	-8	-16	-5
3.76	-6	-16	-5
3.56	-4	-16	-5
3.44	-2	-16	-5
3.4	0	-16	-5
3.44	2	-16	-5
3.56	4	-16	-5
3.76	6	-16	-5
4.04	8	-16	-5
4.4	10	-16	-5
4.84	12	-16	-5
5.36	14	-16	-5
5.96	16	-16	-5
6.64	18	-16	-5
7.4	20	-16	-5
7.6	-20	-14	-5
6.84	-18	-14	-5
6.16	-16	-14	-5
5.56	-14	-14	-5
5.04	-12	-14	-5
4.6	-10	-14	-5
4.24	-8	-14	-5
3.96	-6	-14	-5
3.76	-4	-14	-5
3.64	-2	-14	-5
3.6	0	-14	-5
3.64	2	-14	-5
3.76	4	-14	-5
3.96	6	-14	-5
4.24	8	-14	-5
4.6	10	-14	-5
5.04	12	-14	-5
5.56	14	-14	-5
6.16	16	-14	-5
6.84	18	-14	-5
7.6	20	-14	-5
7.8	-20	-12	-5
7.04	-18	-12	-5
6.36	-16	-12	-5
5.76	-14	-12	-5
5.24	-12	-12	-5
4.8	-10	-12	-5
4.44	-8	-12	-5
4.16	-6	-12	-5
3.96	-4	-12	-5
3.84	-2	-12	-5
3.8	0	-12	-5
3.84	2	-12	-5
3.96	4	-12	-5
4.16	6	-12	-5
4.44	8	-12	-5
