SummSummary:	This is a 20x20x2 grid;
Number of Dimensions:	3;
Coordinate System:	Cartesian_3;
Ordered:	true;
Is Electric Field Defined:	false;
7	-20	-20	-3
6.24	-18	-20	-3
5.56	-16	-20	-3
4.96	-14	-20	-3
4.44	-12	-20	-3
4	-10	-20	-3
3.64	-8	-20	-3
3.36	-6	-20	-3
3.16	-4	-20	-3
3.04	-2	-20	-3
3	0	-20	-3
3.04	2	-20	-3
3.16	4	-20	-3
3.36	6	-20	-3
3.64	8	-20	-3
4	10	-20	-3
4.44	12	-20	-3
4.96	14	-20	-3
5.56	16	-20	-3
6.24	18	-20	-3
7.2	-20	-18	-3
6.44	-18	-18	-3
5.76	-16	-18	-3
5.16	-14	-18	-3
4.64	-12	-18	-3
4.2	-10	-18	-3
3.84	-8	-18	-3
3.56	-6	-18	-3
3.36	-4	-18	-3
3.24	-2	-18	-3
3.2	0	-18	-3
3.24	2	-18	-3
3.36	4	-18	-3
3.56	6	-18	-3
3.84	8	-18	-3
4.2	10	-18	-3
4.64	12	-18	-3
5.16	14	-18	-3
5.76	16	-18	-3
6.44	18	-18	-3
7.4	-20	-16	-3
6.64	-18	-16	-3
5.96	-16	-16	-3
5.36	-14	-16	-3
4.84	-12	-16	-3
4.4	-10	-16	-3
4.04	-8	-16	-3
3.76	-6	-16	-3
3.56	-4	-16	-3
3.44	-2	-16	-3
3.4	0	-16	-3
3.44	2	-16	-3
3.56	4	-16	-3
3.76	6	-16	-3
4.04	8	-16	-3
4.4	10	-16	-3
4.84	12	-16	-3
5.36	14	-16	-3
5.96	16	-16	-3
6.64	18	-16	-3
7.6	-20	-14	-3
6.84	-18	-14	-3
6.16	-16	-14	-3
5.56	-14	-14	-3
5.04	-12	-14	-3
4.6	-10	-14	-3
4.24	-8	-14	-3
3.96	-6	-14	-3
3.76	-4	-14	-3
3.64	-2	-14	-3
3.6	0	-14	-3
3.64	2	-14	-3
3.76	4	-14	-3
3.96	6	-14	-3
4.24	8	-14	-3
4.6	10	-14	-3
5.04	12	-14	-3
5.56	14	-14	-3
6.16	16	-14	-3
6.84	18	-14	-3
7.8	-20	-12	-3
7.04	-18	-12	-3
6.36	-16	-12	-3
5.76	-14	-12	-3
5.24	-12	-12	-3
4.8	-10	-12	-3
4.44	-8	-12	-3
4.16	-6	-12	-3
3.96	-4	-12	-3
3.84	-2	-12	-3
3.8	0	-12	-3
3.84	2	-12	-3
3.96	4	-12	-3
4.16	6	-12	-3
4.44	8	-12	-3
4.8	10	-12	-3
5.24	12	-12	-3
5.76	14	-12	-3
6.36	16	-12	-3
