Summary:	This is a 9x9x9 grid;
Number of Dimensions:	3;
Coordinate System:	Cartesian_3;
Ordered:	true;
Is Electric Field Defined:	false;
0	0	0	0
1	1	0	0
2	2	0	0
3	3	0	0
4	4	0	0
5	5	0	0
6	6	0	0
7	7	0	0
8	8	0	0
9	0	1	0
10	1	1	0
11	2	1	0
12	3	1	0
13	4	1	0
14	5	1	0
15	6	1	0
16	7	1	0
17	8	1	0
18	0	2	0
19	1	2	0
20	2	2	0
21	3	2	0
22	4	2	0
23	5	2	0
24	6	2	0
25	7	2	0
26	8	2	0
27	0	3	0
28	1	3	0
29	2	3	0
30	3	3	0
31	4	3	0
32	5	3	0
33	6	3	0
34	7	3	0
35	8	3	0
36	0	4	0
37	1	4	0
38	2	4	0
39	3	4	0
40	4	4	0
41	5	4	0
42	6	4	0
43	7	4	0
44	8	4	0
45	0	5	0
46	1	5	0
47	2	5	0
48	3	5	0
49	4	5	0
50	5	5	0
51	6	5	0
52	7	5	0
53	8	5	0
54	0	6	0
55	1	6	0
56	2	6	0
57	3	6	0
58	4	6	0
59	5	6	0
60	6	6	0
61	7	6	0
62	8	6	0
63	0	7	0
64	1	7	0
65	2	7	0
66	3	7	0
67	4	7	0
68	5	7	0
69	6	7	0
70	7	7	0
71	8	7	0
72	0	8	0
73	1	8	0
74	2	8	0
75	3	8	0
76	4	8	0
77	5	8	0
78	6	8	0
79	7	8	0
80	8	8	0
81	0	0	1
82	1	0	1
83	2	0	1
84	3	0	1
85	4	0	1
86	5	0	1
87	6	0	1
88	7	0	1
89	8	0	1
90	0	1	1
91	1	1	1
92	2	1	1
93	3	1	1
94	4	1	1
95	5	1	1
96	6	1	1
97	7	1	1
98	8	1	1
99	0	2	1
100	1	2	1
101	2	2	1
102	3	2	1
103	4	2	1
104	5	2	1
105	6	2	1
106	7	2	1
107	8	2	1
108	0	3	1
109	1	3	1
110	2	3	1
111	3	3	1
112	4	3	1
113	5	3	1
114	6	3	1
115	7	3	1
116	8	3	1
117	0	4	1
118	1	4	1
119	2	4	1
120	3	4	1
121	4	4	1
122	5	4	1
123	6	4	1
124	7	4	1
125	8	4	1
126	0	5	1
127	1	5	1
128	2	5	1
129	3	5	1
130	4	5	1
131	5	5	1
132	6	5	1
133	7	5	1
134	8	5	1
135	0	6	1
136	1	6	1
137	2	6	1
138	3	6	1
139	4	6	1
140	5	6	1
141	6	6	1
142	7	6	1
143	8	6	1
144	0	7	1
145	1	7	1
146	2	7	1
147	3	7	1
148	4	7	1
149	5	7	1
150	6	7	1
151	7	7	1
152	8	7	1
153	0	8	1
154	1	8	1
155	2	8	1
156	3	8	1
157	4	8	1
158	5	8	1
159	6	8	1
160	7	8	1
161	8	8	1
162	0	0	2
163	1	0	2
164	2	0	2
165	3	0	2
166	4	0	2
167	5	0	2
168	6	0	2
169	7	0	2
170	8	0	2
171	0	1	2
172	1	1	2
173	2	1	2
174	3	1	2
175	4	1	2
176	5	1	2
177	6	1	2
178	7	1	2
179	8	1	2
180	0	2	2
181	1	2	2
182	2	2	2
183	3	2	2
184	4	2	2
185	5	2	2
186	6	2	2
187	7	2	2
188	8	2	2
189	0	3	2
190	1	3	2
191	2	3	2
192	3	3	2
193	4	3	2
194	5	3	2
195	6	3	2
196	7	3	2
197	8	3	2
198	0	4	2
199	1	4	2
200	2	4	2
201	3	4	2
202	4	4	2
203	5	4	2
204	6	4	2
205	7	4	2
206	8	4	2
207	0	5	2
208	1	5	2
209	2	5	2
210	3	5	2
211	4	5	2
212	5	5	2
213	6	5	2
214	7	5	2
215	8	5	2
216	0	6	2
217	1	6	2
218	2	6	2
219	3	6	2
220	4	6	2
221	5	6	2
222	6	6	2
223	7	6	2
224	8	6	2
225	0	7	2
226	1	7	2
227	2	7	2
228	3	7	2
229	4	7	2
230	5	7	2
231	6	7	2
232	7	7	2
233	8	7	2
234	0	8	2
235	1	8	2
236	2	8	2
237	3	8	2
238	4	8	2
239	5	8	2
240	6	8	2
241	7	8	2
242	8	8	2
243	0	0	3
244	1	0	3
245	2	0	3
246	3	0	3
247	4	0	3
248	5	0	3
249	6	0	3
250	7	0	3
251	8	0	3
252	0	1	3
253	1	1	3
254	2	1	3
255	3	1	3
256	4	1	3
257	5	1	3
258	6	1	3
259	7	1	3
260	8	1	3
261	0	2	3
262	1	2	3
263	2	2	3
264	3	2	3
265	4	2	3
266	5	2	3
267	6	2	3
268	7	2	3
269	8	2	3
270	0	3	3
271	1	3	3
272	2	3	3
273	3	3	3
274	4	3	3
275	5	3	3
276	6	3	3
277	7	3	3
278	8	3	3
279	0	4	3
280	1	4	3
281	2	4	3
282	3	4	3
283	4	4	3
284	5	4	3
285	6	4	3
286	7	4	3
287	8	4	3
288	0	5	3
289	1	5	3
290	2	5	3
291	3	5	3
292	4	5	3
293	5	5	3
294	6	5	3
295	7	5	3
296	8	5	3
297	0	6	3
298	1	6	3
299	2	6	3
300	3	6	3
301	4	6	3
302	5	6	3
303	6	6	3
304	7	6	3
305	8	6	3
306	0	7	3
307	1	7	3
308	2	7	3
309	3	7	3
310	4	7	3
311	5	7	3
312	6	7	3
313	7	7	3
314	8	7	3
315	0	8	3
316	1	8	3
317	2	8	3
318	3	8	3
319	4	8	3
320	5	8	3
321	6	8	3
322	7	8	3
323	8	8	3
324	0	0	4
325	1	0	4
326	2	0	4
327	3	0	4
328	4	0	4
329	5	0	4
330	6	0	4
331	7	0	4
332	8	0	4
333	0	1	4
334	1	1	4
335	2	1	4
336	3	1	4
337	4	1	4
338	5	1	4
339	6	1	4
340	7	1	4
341	8	1	4
342	0	2	4
343	1	2	4
344	2	2	4
345	3	2	4
346	4	2	4
347	5	2	4
348	6	2	4
349	7	2	4
350	8	2	4
351	0	3	4
352	1	3	4
353	2	3	4
354	3	3	4
355	4	3	4
356	5	3	4
357	6	3	4
358	7	3	4
359	8	3	4
360	0	4	4
361	1	4	4
362	2	4	4
363	3	4	4
364	4	4	4
365	5	4	4
366	6	4	4
367	7	4	4
368	8	4	4
369	0	5	4
370	1	5	4
371	2	5	4
372	3	5	4
373	4	5	4
374	5	5	4
375	6	5	4
376	7	5	4
377	8	5	4
378	0	6	4
379	1	6	4
380	2	6	4
381	3	6	4
382	4	6	4
383	5	6	4
384	6	6	4
385	7	6	4
386	8	6	4
387	0	7	4
388	1	7	4
389	2	7	4
390	3	7	4
391	4	7	4
392	5	7	4
393	6	7	4
394	7	7	4
395	8	7	4
396	0	8	4
397	1	8	4
398	2	8	4
399	3	8	4
400	4	8	4
401	5	8	4
402	6	8	4
403	7	8	4
404	8	8	4
405	0	0	5
406	1	0	5
407	2	0	5
408	3	0	5
409	4	0	5
410	5	0	5
411	6	0	5
412	7	0	5
413	8	0	5
414	0	1	5
415	1	1	5
416	2	1	5
417	3	1	5
418	4	1	5
419	5	1	5
420	6	1	5
421	7	1	5
422	8	1	5
423	0	2	5
424	1	2	5
425	2	2	5
426	3	2	5
427	4	2	5
428	5	2	5
429	6	2	5
430	7	2	5
431	8	2	5
432	0	3	5
433	1	3	5
434	2	3	5
435	3	3	5
436	4	3	5
437	5	3	5
438	6	3	5
439	7	3	5
440	8	3	5
441	0	4	5
442	1	4	5
443	2	4	5
444	3	4	5
445	4	4	5
446	5	4	5
447	6	4	5
448	7	4	5
449	8	4	5
450	0	5	5
451	1	5	5
452	2	5	5
453	3	5	5
454	4	5	5
455	5	5	5
456	6	5	5
457	7	5	5
458	8	5	5
459	0	6	5
460	1	6	5
461	2	6	5
462	3	6	5
463	4	6	5
464	5	6	5
465	6	6	5
466	7	6	5
467	8	6	5
468	0	7	5
469	1	7	5
470	2	7	5
471	3	7	5
472	4	7	5
473	5	7	5
474	6	7	5
475	7	7	5
476	8	7	5
477	0	8	5
478	1	8	5
479	2	8	5
480	3	8	5
481	4	8	5
482	5	8	5
483	6	8	5
484	7	8	5
485	8	8	5
486	0	0	6
487	1	0	6
488	2	0	6
489	3	0	6
490	4	0	6
491	5	0	6
492	6	0	6
493	7	0	6
494	8	0	6
495	0	1	6
496	1	1	6
497	2	1	6
498	3	1	6
499	4	1	6
500	5	1	6
501	6	1	6
502	7	1	6
503	8	1	6
504	0	2	6
505	1	2	6
506	2	2	6
507	3	2	6
508	4	2	6
509	5	2	6
510	6	2	6
511	7	2	6
512	8	2	6
513	0	3	6
514	1	3	6
515	2	3	6
516	3	3	6
517	4	3	6
518	5	3	6
519	6	3	6
520	7	3	6
521	8	3	6
522	0	4	6
523	1	4	6
524	2	4	6
525	3	4	6
526	4	4	6
527	5	4	6
528	6	4	6
529	7	4	6
530	8	4	6
531	0	5	6
532	1	5	6
533	2	5	6
534	3	5	6
535	4	5	6
536	5	5	6
537	6	5	6
538	7	5	6
539	8	5	6
540	0	6	6
541	1	6	6
542	2	6	6
543	3	6	6
544	4	6	6
545	5	6	6
546	6	6	6
547	7	6	6
548	8	6	6
549	0	7	6
550	1	7	6
551	2	7	6
552	3	7	6
553	4	7	6
554	5	7	6
555	6	7	6
556	7	7	6
557	8	7	6
558	0	8	6
559	1	8	6
560	2	8	6
561	3	8	6
562	4	8	6
563	5	8	6
564	6	8	6
565	7	8	6
566	8	8	6
567	0	0	7
568	1	0	7
569	2	0	7
570	3	0	7
571	4	0	7
572	5	0	7
573	6	0	7
574	7	0	7
575	8	0	7
576	0	1	7
577	1	1	7
578	2	1	7
579	3	1	7
580	4	1	7
581	5	1	7
582	6	1	7
583	7	1	7
584	8	1	7
585	0	2	7
586	1	2	7
587	2	2	7
588	3	2	7
589	4	2	7
590	5	2	7
591	6	2	7
592	7	2	7
593	8	2	7
594	0	3	7
595	1	3	7
596	2	3	7
597	3	3	7
598	4	3	7
599	5	3	7
600	6	3	7
601	7	3	7
602	8	3	7
603	0	4	7
604	1	4	7
605	2	4	7
606	3	4	7
607	4	4	7
608	5	4	7
609	6	4	7
610	7	4	7
611	8	4	7
612	0	5	7
613	1	5	7
614	2	5	7
615	3	5	7
616	4	5	7
617	5	5	7
618	6	5	7
619	7	5	7
620	8	5	7
621	0	6	7
622	1	6	7
623	2	6	7
624	3	6	7
625	4	6	7
626	5	6	7
627	6	6	7
628	7	6	7
629	8	6	7
630	0	7	7
631	1	7	7
632	2	7	7
633	3	7	7
634	4	7	7
635	5	7	7
636	6	7	7
637	7	7	7
638	8	7	7
639	0	8	7
640	1	8	7
641	2	8	7
642	3	8	7
643	4	8	7
644	5	8	7
645	6	8	7
646	7	8	7
647	8	8	7
648	0	0	8
649	1	0	8
650	2	0	8
651	3	0	8
652	4	0	8
653	5	0	8
654	6	0	8
655	7	0	8
656	8	0	8
657	0	1	8
658	1	1	8
659	2	1	8
660	3	1	8
661	4	1	8
662	5	1	8
663	6	1	8
664	7	1	8
665	8	1	8
666	0	2	8
667	1	2	8
668	2	2	8
669	3	2	8
670	4	2	8
671	5	2	8
672	6	2	8
673	7	2	8
674	8	2	8
675	0	3	8
676	1	3	8
